,entity_id,sex,age_cat,race,priors_count,c_charge_degree,label_value
578,883,Male,25 - 45,Caucasian,8,F,1
579,884,Male,Greater than 45,Caucasian,0,M,1
580,886,Female,Greater than 45,Caucasian,0,M,0
581,887,Male,25 - 45,African-American,5,F,1
582,888,Female,Less than 25,Caucasian,0,M,0
583,889,Male,Less than 25,Caucasian,1,M,0
584,890,Male,25 - 45,Other,0,M,1
585,891,Male,Less than 25,African-American,10,F,1
586,893,Male,25 - 45,Hispanic,0,M,0
587,895,Male,25 - 45,Other,1,F,0
588,897,Male,Less than 25,African-American,4,F,1
589,898,Male,25 - 45,African-American,4,F,0
590,899,Male,25 - 45,African-American,0,M,0
591,900,Female,Less than 25,Caucasian,0,F,0
592,901,Male,25 - 45,African-American,0,M,0
593,904,Male,Less than 25,Hispanic,0,M,1
594,905,Male,25 - 45,Hispanic,1,F,0
595,906,Female,Less than 25,Caucasian,0,F,0
596,909,Male,Less than 25,African-American,1,F,0
597,913,Male,25 - 45,African-American,3,M,1
598,914,Male,25 - 45,African-American,3,M,1
599,915,Male,Greater than 45,African-American,17,F,1
600,916,Male,25 - 45,African-American,0,F,0
601,917,Male,Less than 25,African-American,11,F,1
602,918,Female,25 - 45,African-American,1,F,0
603,919,Male,25 - 45,Hispanic,1,M,1
604,921,Male,25 - 45,African-American,1,M,0
605,922,Male,25 - 45,Caucasian,6,F,1
606,923,Male,25 - 45,African-American,1,M,0
607,924,Female,Greater than 45,Caucasian,0,M,0
608,925,Male,25 - 45,Caucasian,2,M,0
609,926,Male,25 - 45,African-American,5,M,1
610,927,Male,25 - 45,Caucasian,0,F,0
611,930,Male,Less than 25,African-American,0,F,1
612,932,Male,25 - 45,Hispanic,1,M,0
613,934,Male,25 - 45,African-American,4,F,1
614,935,Male,Greater than 45,Caucasian,0,M,0
615,937,Male,25 - 45,Hispanic,6,F,1
616,943,Male,25 - 45,Caucasian,2,M,1
617,944,Male,25 - 45,African-American,10,F,0
618,945,Male,25 - 45,African-American,6,M,0
619,946,Male,Greater than 45,African-American,9,M,1
620,947,Female,Less than 25,Caucasian,3,F,0
621,948,Female,Less than 25,African-American,0,M,0
622,949,Female,Less than 25,Caucasian,2,F,1
623,951,Male,25 - 45,African-American,1,M,0
624,953,Male,25 - 45,African-American,0,M,0
625,955,Male,Greater than 45,African-American,15,F,1
626,956,Male,Less than 25,African-American,4,F,1
627,958,Male,25 - 45,Hispanic,0,M,0
628,959,Male,Less than 25,African-American,4,F,1
629,960,Male,25 - 45,Caucasian,3,F,1
630,962,Male,25 - 45,Caucasian,5,M,0
631,963,Male,25 - 45,Caucasian,1,F,0
632,964,Male,Less than 25,Caucasian,3,F,1
633,965,Male,25 - 45,African-American,0,F,0
634,967,Male,25 - 45,African-American,18,F,1
635,968,Female,25 - 45,Caucasian,0,F,1
636,969,Male,Less than 25,Other,0,F,0
637,971,Female,Greater than 45,African-American,4,F,1
638,973,Female,Greater than 45,Caucasian,0,M,1
639,975,Male,Less than 25,African-American,0,F,0
640,977,Female,Less than 25,African-American,0,F,0
641,978,Male,25 - 45,African-American,0,F,0
642,979,Male,Less than 25,Caucasian,1,F,1
643,983,Male,Less than 25,Caucasian,2,F,1
644,986,Male,25 - 45,Caucasian,3,F,1
645,987,Male,25 - 45,African-American,8,F,1
646,988,Female,25 - 45,African-American,10,F,0
647,990,Female,Greater than 45,Caucasian,1,F,0
648,991,Male,Less than 25,African-American,4,F,0
649,993,Male,25 - 45,Caucasian,2,F,1
650,995,Male,25 - 45,African-American,0,F,1
651,996,Male,Less than 25,African-American,1,F,1
652,997,Female,25 - 45,African-American,9,F,1
653,998,Male,25 - 45,African-American,13,F,1
654,999,Male,25 - 45,Caucasian,1,F,1
655,1000,Male,25 - 45,African-American,23,F,1
656,1001,Male,Greater than 45,African-American,20,F,0
657,1002,Male,Less than 25,African-American,3,F,0
658,1003,Male,25 - 45,African-American,1,M,1
659,1004,Male,Less than 25,Hispanic,2,M,1
660,1005,Male,Greater than 45,African-American,2,M,1
661,1006,Male,25 - 45,African-American,0,M,0
662,1007,Female,25 - 45,African-American,0,F,0
663,1008,Male,Greater than 45,Caucasian,1,M,0
664,1009,Male,Greater than 45,Hispanic,0,F,0
665,1014,Male,Less than 25,African-American,0,F,0
666,1015,Male,25 - 45,African-American,11,F,0
667,1016,Male,25 - 45,Other,4,M,1
668,1017,Male,25 - 45,Caucasian,5,F,0
669,1018,Male,25 - 45,African-American,2,M,0
670,1020,Male,Greater than 45,Other,0,F,0
671,1022,Female,25 - 45,African-American,0,M,0
672,1023,Female,Greater than 45,Caucasian,2,F,0
673,1024,Male,25 - 45,African-American,0,M,0
674,1025,Male,25 - 45,African-American,0,M,1
675,1026,Male,Greater than 45,African-American,17,F,1
676,1027,Male,Less than 25,African-American,3,F,0
677,1030,Female,25 - 45,Caucasian,0,M,0
678,1031,Female,25 - 45,Caucasian,15,F,1
679,1032,Male,25 - 45,Hispanic,7,F,1
680,1034,Male,Less than 25,African-American,2,M,1
681,1036,Male,25 - 45,African-American,3,F,0
682,1037,Male,Less than 25,Asian,0,F,1
683,1038,Male,Greater than 45,Caucasian,3,F,1
684,1039,Male,25 - 45,African-American,15,F,1
685,1041,Female,25 - 45,African-American,2,F,0
686,1043,Male,25 - 45,African-American,5,F,0
687,1044,Male,25 - 45,African-American,4,M,0
688,1046,Male,25 - 45,African-American,1,M,0
689,1048,Male,25 - 45,African-American,14,F,1
690,1049,Male,Greater than 45,Caucasian,2,F,0
691,1051,Male,25 - 45,African-American,3,M,1
692,1054,Male,Less than 25,African-American,2,F,0
693,1055,Male,25 - 45,African-American,4,F,1
694,1056,Male,Greater than 45,Caucasian,2,F,1
695,1057,Male,Greater than 45,African-American,20,F,1
696,1058,Male,25 - 45,African-American,2,M,0
697,1059,Male,Less than 25,African-American,1,M,0
698,1060,Male,25 - 45,African-American,1,F,0
699,1061,Male,Greater than 45,African-American,0,F,0
700,1062,Male,25 - 45,African-American,6,F,0
701,1063,Male,25 - 45,African-American,10,M,1
702,1065,Male,25 - 45,African-American,10,F,1
703,1066,Male,25 - 45,Caucasian,1,F,0
704,1068,Female,Greater than 45,Caucasian,9,F,1
705,1069,Male,Greater than 45,Caucasian,1,F,0
706,1070,Male,25 - 45,African-American,8,F,0
707,1072,Male,25 - 45,African-American,0,F,0
708,1073,Male,Less than 25,Hispanic,0,M,0
709,1076,Female,Greater than 45,Caucasian,2,F,0
710,1077,Male,Less than 25,African-American,0,F,1
711,1079,Male,25 - 45,African-American,5,F,1
712,1081,Male,25 - 45,African-American,1,M,0
713,1082,Male,Greater than 45,African-American,18,F,1
714,1084,Male,Greater than 45,African-American,0,M,0
715,1086,Male,Less than 25,African-American,1,F,0
716,1087,Male,25 - 45,Caucasian,1,F,1
717,1088,Male,Greater than 45,Caucasian,0,F,0
718,1089,Male,25 - 45,Caucasian,0,M,1
719,1092,Male,Less than 25,Hispanic,1,F,0
720,1093,Male,Less than 25,Caucasian,0,M,0
721,1094,Male,25 - 45,Caucasian,0,F,1
722,1096,Male,Greater than 45,Caucasian,0,M,0
723,1097,Male,25 - 45,Caucasian,2,M,0
724,1099,Male,Less than 25,Caucasian,1,F,0
725,1101,Female,25 - 45,Hispanic,1,F,0
726,1103,Male,Less than 25,African-American,0,F,0
727,1105,Male,25 - 45,Caucasian,11,F,1
728,1106,Male,25 - 45,Caucasian,1,F,0
729,1107,Male,Less than 25,Caucasian,1,F,1
730,1109,Male,Greater than 45,African-American,0,F,1
731,1110,Female,25 - 45,African-American,4,F,1
732,1111,Male,Greater than 45,African-American,2,F,0
733,1118,Female,Greater than 45,Caucasian,1,F,0
734,1119,Male,Less than 25,African-American,6,F,1
735,1120,Male,Less than 25,African-American,0,F,0
736,1121,Male,25 - 45,African-American,0,F,0
737,1122,Male,Less than 25,African-American,0,F,0
738,1123,Male,Greater than 45,African-American,11,F,0
739,1125,Male,25 - 45,African-American,10,F,1
740,1127,Male,Less than 25,African-American,0,F,0
741,1128,Female,Less than 25,Caucasian,0,M,0
742,1129,Male,25 - 45,Other,0,F,0
743,1130,Male,25 - 45,Caucasian,22,F,1
744,1131,Male,Less than 25,African-American,0,F,1
745,1132,Female,Greater than 45,Caucasian,0,F,0
746,1135,Male,Less than 25,Caucasian,1,F,0
747,1136,Male,25 - 45,African-American,7,M,1
748,1138,Female,25 - 45,African-American,1,M,0
749,1140,Male,Greater than 45,African-American,8,F,0
750,1141,Male,25 - 45,African-American,10,M,0
751,1142,Female,25 - 45,African-American,0,F,0
752,1143,Male,Less than 25,African-American,0,F,1
753,1144,Female,25 - 45,African-American,3,F,0
754,1145,Male,Less than 25,African-American,2,F,1
755,1146,Male,25 - 45,African-American,4,F,1
756,1149,Male,25 - 45,Hispanic,5,F,0
757,1150,Female,Greater than 45,African-American,19,F,1
758,1151,Male,Less than 25,Other,1,F,1
759,1152,Female,Less than 25,Other,0,M,0
760,1153,Female,Less than 25,Caucasian,1,F,1
761,1156,Female,Less than 25,African-American,0,F,0
762,1157,Male,25 - 45,Native American,3,M,0
763,1158,Male,Greater than 45,Caucasian,18,F,1
764,1159,Female,Greater than 45,African-American,0,F,0
765,1160,Female,Less than 25,African-American,0,F,0
766,1162,Male,25 - 45,African-American,5,F,1
767,1163,Male,25 - 45,African-American,6,F,0
768,1165,Male,Less than 25,Other,2,M,0
769,1166,Male,25 - 45,African-American,4,F,1
770,1167,Male,25 - 45,African-American,2,M,0
771,1169,Male,25 - 45,African-American,1,M,0
772,1170,Male,25 - 45,Other,1,F,1
773,1171,Male,25 - 45,Hispanic,0,F,0
774,1172,Male,25 - 45,African-American,0,M,0
775,1173,Male,25 - 45,African-American,8,F,1
776,1176,Male,25 - 45,Caucasian,0,M,0
777,1177,Male,Greater than 45,Caucasian,0,M,0
778,1179,Male,25 - 45,African-American,4,F,0
779,1181,Female,25 - 45,African-American,4,F,0
780,1186,Male,Less than 25,Caucasian,1,M,1
781,1187,Male,Less than 25,Caucasian,2,F,1
782,1191,Male,Less than 25,Caucasian,0,F,1
783,1192,Male,Greater than 45,African-American,11,F,0
784,1193,Male,Greater than 45,Caucasian,0,F,0
785,1194,Male,25 - 45,Other,0,F,0
786,1195,Female,25 - 45,African-American,3,F,0
787,1196,Male,25 - 45,Caucasian,0,M,0
788,1197,Male,Less than 25,African-American,1,F,1
789,1198,Male,25 - 45,Caucasian,2,M,0
790,1200,Male,Less than 25,African-American,0,F,1
791,1202,Male,25 - 45,African-American,22,F,1
792,1204,Female,Less than 25,Other,0,M,0
793,1205,Male,Greater than 45,African-American,0,M,0
794,1206,Male,25 - 45,Other,0,F,0
795,1207,Male,25 - 45,Caucasian,2,F,1
796,1208,Male,Greater than 45,Caucasian,2,M,0
797,1209,Male,Less than 25,Caucasian,0,F,0
798,1212,Female,Less than 25,African-American,1,M,1
799,1213,Female,25 - 45,African-American,1,M,0
800,1215,Male,Greater than 45,Hispanic,0,M,0
801,1216,Male,25 - 45,Caucasian,2,F,0
802,1217,Male,25 - 45,African-American,3,F,1
803,1219,Female,25 - 45,African-American,0,M,0
804,1220,Male,25 - 45,African-American,0,F,0
805,1221,Male,25 - 45,Other,3,M,0
806,1222,Male,25 - 45,African-American,17,F,1
807,1223,Female,Less than 25,Caucasian,1,M,1
808,1225,Male,Less than 25,African-American,1,F,1
809,1227,Male,25 - 45,Hispanic,11,F,0
810,1228,Female,25 - 45,Caucasian,1,F,0
811,1229,Male,25 - 45,African-American,7,F,0
812,1230,Male,Less than 25,African-American,0,F,0
813,1231,Male,25 - 45,Caucasian,0,M,0
814,1233,Male,25 - 45,Caucasian,8,F,0
815,1234,Male,Greater than 45,African-American,7,M,0
816,1235,Male,25 - 45,African-American,14,F,1
817,1237,Male,25 - 45,African-American,0,M,0
818,1238,Female,25 - 45,Caucasian,1,M,1
819,1239,Male,25 - 45,African-American,5,M,1
820,1240,Male,25 - 45,African-American,16,F,0
821,1241,Male,25 - 45,Caucasian,1,M,1
822,1242,Female,25 - 45,Other,0,M,1
823,1243,Male,25 - 45,Caucasian,0,M,0
824,1244,Male,Greater than 45,Caucasian,2,F,0
825,1246,Male,25 - 45,African-American,3,M,1
826,1247,Female,Less than 25,African-American,1,F,0
827,1248,Male,25 - 45,Caucasian,2,M,0
828,1250,Male,25 - 45,African-American,13,F,1
829,1252,Male,25 - 45,Other,0,F,0
830,1253,Male,Less than 25,Other,0,F,1
831,1254,Male,25 - 45,African-American,20,F,0
832,1255,Male,25 - 45,African-American,3,F,1
833,1256,Male,Greater than 45,African-American,25,F,1
834,1257,Male,Less than 25,African-American,1,M,1
835,1258,Male,Greater than 45,African-American,9,M,1
836,1259,Male,25 - 45,Caucasian,5,F,1
837,1260,Male,Greater than 45,African-American,4,M,1
838,1261,Male,25 - 45,African-American,4,M,0
839,1262,Male,Greater than 45,Caucasian,4,M,0
840,1268,Male,25 - 45,African-American,1,F,1
841,1269,Male,25 - 45,African-American,2,M,0
842,1271,Female,Less than 25,African-American,0,M,1
843,1272,Male,25 - 45,African-American,6,F,1
844,1274,Male,25 - 45,Other,3,F,0
845,1275,Male,Greater than 45,Caucasian,0,F,0
846,1276,Male,Less than 25,African-American,1,M,1
847,1280,Male,25 - 45,Caucasian,4,M,1
848,1281,Female,25 - 45,Caucasian,1,M,1
849,1282,Male,Less than 25,African-American,1,F,0
850,1283,Male,Less than 25,African-American,1,F,1
851,1286,Male,Less than 25,Caucasian,3,F,1
852,1290,Male,25 - 45,African-American,4,M,1
853,1292,Male,Greater than 45,Caucasian,1,F,0
854,1293,Male,Less than 25,African-American,5,F,1
855,1295,Male,25 - 45,Caucasian,0,F,0
856,1296,Male,Greater than 45,Caucasian,0,F,0
857,1297,Female,25 - 45,Hispanic,1,M,0
858,1298,Male,Less than 25,African-American,7,M,0
859,1300,Female,Less than 25,Caucasian,0,M,0
860,1303,Male,Less than 25,African-American,1,F,1
861,1304,Male,25 - 45,African-American,1,F,0
862,1305,Male,25 - 45,African-American,9,M,0
863,1306,Male,25 - 45,African-American,5,F,1
864,1310,Female,Less than 25,Caucasian,1,F,0
865,1313,Male,25 - 45,African-American,0,F,1
866,1314,Male,25 - 45,African-American,25,M,1
867,1315,Male,Less than 25,African-American,0,F,0
868,1318,Male,25 - 45,African-American,13,F,1
869,1320,Male,Greater than 45,Other,0,F,0
870,1321,Male,Greater than 45,African-American,5,M,1
871,1323,Female,25 - 45,African-American,4,F,0
872,1324,Male,25 - 45,Caucasian,0,F,0
873,1325,Female,Greater than 45,African-American,0,F,0
874,1326,Male,Less than 25,African-American,3,F,0
875,1328,Female,25 - 45,African-American,1,M,0
876,1329,Male,Less than 25,Caucasian,1,F,1
877,1330,Male,25 - 45,Caucasian,3,F,0
878,1331,Male,Less than 25,African-American,6,F,1
879,1332,Male,25 - 45,Other,4,F,1
880,1334,Male,25 - 45,African-American,1,F,0
881,1335,Female,25 - 45,Caucasian,4,M,0
882,1336,Male,Greater than 45,Caucasian,1,F,0
883,1341,Male,25 - 45,Native American,25,M,1
884,1342,Male,25 - 45,African-American,1,F,0
885,1343,Male,Less than 25,Hispanic,3,F,1
886,1344,Male,Greater than 45,African-American,3,F,0
887,1345,Male,Less than 25,Caucasian,1,M,1
888,1346,Male,25 - 45,African-American,4,F,0
889,1347,Female,25 - 45,Caucasian,1,F,1
890,1348,Female,25 - 45,African-American,1,F,0
891,1349,Male,25 - 45,Hispanic,0,M,0
892,1351,Male,25 - 45,African-American,9,F,1
893,1352,Male,25 - 45,Caucasian,0,F,1
894,1353,Male,Greater than 45,Caucasian,1,F,1
895,1354,Male,25 - 45,Hispanic,1,M,0
896,1356,Female,Greater than 45,Hispanic,1,M,0
897,1358,Male,25 - 45,African-American,3,M,1
898,1360,Male,25 - 45,African-American,3,F,1
899,1361,Male,25 - 45,African-American,5,M,1
900,1363,Male,Greater than 45,Hispanic,0,M,1
901,1366,Female,25 - 45,Caucasian,0,M,0
902,1367,Male,25 - 45,African-American,0,F,1
903,1368,Male,25 - 45,Caucasian,4,M,0
904,1369,Female,25 - 45,Caucasian,3,M,0
905,1370,Female,Greater than 45,Caucasian,0,M,0
906,1372,Male,Less than 25,Caucasian,0,F,0
907,1375,Male,25 - 45,Hispanic,1,F,0
908,1376,Male,25 - 45,Hispanic,1,F,0
909,1377,Male,25 - 45,African-American,6,M,1
910,1379,Male,Less than 25,African-American,1,F,1
911,1380,Male,Greater than 45,African-American,2,F,1
912,1382,Male,25 - 45,African-American,0,M,0
913,1384,Male,Greater than 45,Caucasian,1,F,0
914,1385,Male,25 - 45,African-American,4,M,1
915,1388,Female,Greater than 45,Caucasian,1,F,1
916,1393,Male,Greater than 45,African-American,3,F,1
917,1395,Male,Less than 25,African-American,2,F,1
918,1396,Male,25 - 45,African-American,19,F,1
919,1397,Male,Greater than 45,African-American,3,M,0
920,1399,Male,25 - 45,Caucasian,2,F,0
921,1402,Male,Greater than 45,African-American,0,M,0
922,1403,Male,Less than 25,African-American,5,F,1
923,1408,Male,25 - 45,African-American,10,M,1
924,1410,Male,25 - 45,African-American,1,F,0
925,1411,Female,Greater than 45,Hispanic,0,M,0
926,1412,Male,Greater than 45,Hispanic,0,M,0
927,1418,Male,Greater than 45,Hispanic,1,F,0
928,1419,Female,25 - 45,Caucasian,1,M,0
929,1422,Female,25 - 45,Hispanic,0,M,1
930,1424,Male,Greater than 45,Caucasian,4,F,1
931,1427,Male,25 - 45,African-American,14,F,1
932,1428,Male,Less than 25,African-American,2,F,0
933,1429,Male,25 - 45,African-American,5,F,1
934,1430,Male,Greater than 45,Hispanic,0,M,0
935,1431,Male,25 - 45,Caucasian,1,F,0
936,1433,Male,Less than 25,African-American,1,F,0
937,1435,Male,25 - 45,African-American,2,M,1
938,1436,Male,Less than 25,African-American,6,F,1
939,1438,Female,25 - 45,Caucasian,0,F,0
940,1439,Male,Less than 25,Caucasian,0,F,0
941,1441,Male,25 - 45,African-American,1,M,1
942,1443,Male,Greater than 45,African-American,0,F,1
943,1445,Male,25 - 45,African-American,7,F,1
944,1446,Male,25 - 45,Caucasian,2,F,0
945,1447,Male,25 - 45,Caucasian,5,F,0
946,1448,Male,Less than 25,Caucasian,0,M,0
947,1452,Female,Less than 25,Caucasian,0,M,1
948,1455,Male,Greater than 45,African-American,0,F,0
949,1456,Male,25 - 45,African-American,10,F,1
950,1458,Male,Less than 25,Caucasian,0,M,0
951,1460,Female,Less than 25,Hispanic,0,M,1
952,1461,Male,Less than 25,African-American,2,F,1
953,1462,Male,25 - 45,Hispanic,1,M,0
954,1463,Male,25 - 45,African-American,5,M,1
955,1464,Female,Less than 25,Hispanic,2,F,1
956,1467,Male,25 - 45,African-American,10,F,1
957,1470,Male,Greater than 45,African-American,4,M,1
958,1471,Male,Less than 25,Caucasian,2,M,1
959,1472,Male,25 - 45,Caucasian,2,F,0
960,1473,Male,25 - 45,African-American,0,M,1
961,1474,Female,Less than 25,African-American,0,F,0
962,1475,Male,Greater than 45,Hispanic,0,M,0
963,1479,Male,Greater than 45,African-American,6,M,1
964,1481,Male,25 - 45,African-American,0,F,0
965,1482,Female,Less than 25,African-American,6,M,0
966,1483,Male,25 - 45,African-American,1,M,0
967,1484,Male,25 - 45,Caucasian,8,F,1
968,1485,Male,Less than 25,African-American,1,M,1
969,1486,Male,25 - 45,Hispanic,0,F,0
970,1488,Male,25 - 45,African-American,5,M,1
971,1490,Male,25 - 45,African-American,4,M,1
972,1491,Female,25 - 45,African-American,3,F,0
973,1496,Male,Less than 25,African-American,2,F,1
974,1497,Male,25 - 45,Caucasian,8,F,0
975,1498,Male,Greater than 45,Caucasian,1,F,0
976,1499,Male,25 - 45,African-American,6,F,1
977,1501,Male,25 - 45,Caucasian,0,M,0
978,1505,Male,Less than 25,African-American,0,F,1
979,1506,Female,25 - 45,Caucasian,4,F,1
980,1508,Female,Less than 25,African-American,0,M,0
981,1509,Male,Greater than 45,Hispanic,2,F,0
982,1511,Male,25 - 45,African-American,0,M,0
983,1512,Male,Greater than 45,African-American,2,M,0
984,1513,Male,25 - 45,African-American,6,F,1
985,1515,Male,Greater than 45,African-American,17,M,0
986,1516,Male,Greater than 45,Hispanic,20,F,1
987,1517,Male,25 - 45,African-American,3,F,1
988,1518,Male,Less than 25,Hispanic,1,F,1
989,1520,Male,Less than 25,Caucasian,2,F,0
990,1522,Male,Less than 25,African-American,2,M,0
991,1523,Female,25 - 45,Other,2,M,0
992,1526,Male,25 - 45,African-American,5,F,0
993,1529,Female,25 - 45,African-American,8,M,1
994,1530,Male,Greater than 45,Hispanic,0,M,0
995,1531,Male,Less than 25,Hispanic,1,F,1
996,1532,Male,Greater than 45,Hispanic,1,M,0
997,1533,Male,25 - 45,African-American,1,F,0
998,1534,Male,25 - 45,African-American,2,F,0
999,1535,Male,Less than 25,Hispanic,1,M,1
1000,1536,Male,25 - 45,African-American,1,F,0
1001,1538,Male,25 - 45,Caucasian,6,F,0
1002,1540,Male,25 - 45,African-American,2,F,0
1003,1541,Male,25 - 45,African-American,0,F,0
1004,1542,Male,25 - 45,African-American,17,M,1
1005,1543,Male,25 - 45,African-American,11,M,1
1006,1545,Male,25 - 45,African-American,1,F,0
1007,1548,Male,25 - 45,African-American,6,F,1
1008,1549,Male,Less than 25,African-American,1,F,1
1009,1550,Male,Greater than 45,Caucasian,1,F,0
1010,1551,Male,Greater than 45,Hispanic,0,M,0
1011,1553,Male,Greater than 45,Hispanic,0,F,1
1012,1554,Male,25 - 45,Hispanic,1,F,0
1013,1556,Male,25 - 45,African-American,5,F,1
1014,1557,Female,Greater than 45,African-American,0,F,0
1015,1558,Female,25 - 45,African-American,3,M,0
1016,1559,Male,Less than 25,Caucasian,3,M,0
1017,1560,Male,Greater than 45,Hispanic,1,F,1
1018,1562,Male,25 - 45,Hispanic,0,F,0
1019,1563,Female,Greater than 45,African-American,5,F,0
1020,1565,Male,25 - 45,African-American,16,F,1
1021,1566,Male,Greater than 45,African-American,8,F,0
1022,1568,Male,25 - 45,Other,0,F,1
1023,1569,Female,25 - 45,African-American,5,M,1
1024,1571,Male,Greater than 45,Caucasian,0,F,0
1025,1572,Male,25 - 45,African-American,1,F,0
